user_id,venue_id,latitude,longitude,category_name,country_code,nearest_city,datetime,score
1,27,51.506993,-0.091317,Coffee Shop,GB,London,2012-05-07 14:57:31+00:00,1
1,28,51.502956,-0.112311,Grocery Store,GB,London,2012-05-26 07:40:35+00:00,1
1,29,51.50332,-0.11349,Subway,GB,London,2012-05-26 07:31:50+00:00,1
1,30,51.475078,-0.146357,Train Station,GB,London,2012-05-26 07:24:00+00:00,1
1,31,51.436769,-0.377396,Fast Food Restaurant,GB,London,2012-04-26 07:19:29+00:00,2
1,32,51.502839,-0.112095,French Restaurant,GB,London,2012-05-26 07:41:12+00:00,1
1,33,51.498613,-0.153217,Plaza,GB,London,2012-05-31 22:26:33+00:00,3
1,34,51.556849,-0.407267,Military Base,GB,London,2012-04-15 12:57:07+00:00,1
1,35,51.533235,-0.318456,Building,GB,London,2012-04-15 13:02:06+00:00,1
1,36,51.500628,-0.126836,Plaza,GB,London,2012-05-31 22:35:24+00:00,2
1,37,51.504795,-0.126439,Plaza,GB,London,2012-05-07 13:23:56+00:00,1
1,38,51.445261,-0.337143,Grocery Store,GB,London,2012-05-25 13:44:33+00:00,15
1,39,51.541958,-0.377483,Other Great Outdoors,GB,London,2012-04-15 16:01:02+00:00,1
1,40,51.438015,-0.376014,Road,GB,London,2012-05-28 07:16:04+00:00,5
1,41,51.44569,-0.336977,Pet Store,GB,London,2012-05-30 08:28:00+00:00,22
1,42,51.553445,-0.259926,Hot Dog Joint,GB,London,2012-04-15 15:11:41+00:00,1
1,43,51.446906,-0.328067,Bank,GB,London,2012-05-24 09:53:36+00:00,5
1,44,51.449113,-0.448165,Parking,GB,London,2012-04-21 10:57:25+00:00,1
1,45,51.487316,-0.258737,General Travel,GB,London,2012-05-31 22:10:33+00:00,1
1,46,51.487765,-0.267422,Road,GB,London,2012-05-31 22:10:50+00:00,1
1,47,51.491173,-0.226966,Road,GB,London,2012-05-31 22:11:10+00:00,3
1,48,51.530175,-0.292563,Road,GB,London,2012-04-15 15:49:45+00:00,2
1,49,51.497885,-0.446529,Cemetery,GB,London,2012-05-07 12:33:41+00:00,1
1,50,51.448466,-0.329088,Post Office,GB,London,2012-04-19 09:48:12+00:00,2
2,51,51.477053,-0.235691,Other Great Outdoors,GB,London,2012-05-13 13:36:36+00:00,1
2,52,51.425486,-0.332583,Deli / Bodega,GB,London,2012-05-12 10:08:46+00:00,1
2,53,51.40978,-0.305085,Neighborhood,GB,London,2012-05-27 11:48:47+00:00,3
2,54,51.473639,-0.250014,Pub,GB,London,2012-05-13 14:13:57+00:00,1
2,55,51.412862,-0.301266,Train Station,GB,London,2012-04-29 12:24:00+00:00,1
2,56,51.426066,-0.338403,Coffee Shop,GB,London,2012-05-12 10:26:54+00:00,1
2,57,51.485285,-0.44021,Gastropub,GB,London,2012-04-08 18:52:48+00:00,1
2,58,51.513537,-0.156147,Clothing Store,GB,London,2012-04-29 11:50:02+00:00,1
2,59,51.426054,-0.338619,Mediterranean Restaurant,GB,London,2012-05-12 08:36:00+00:00,1
2,60,51.46054,-0.322884,Pub,GB,London,2012-05-19 18:18:06+00:00,1
2,61,51.538615,-0.252914,Plaza,GB,London,2012-04-28 11:23:30+00:00,1
2,62,51.409499,-0.303808,Grocery Store,GB,London,2012-04-29 12:06:16+00:00,1
2,63,51.55579,-0.285249,Hotel,GB,London,2012-04-14 10:51:53+00:00,1
2,64,51.409917,-0.304885,Cosmetics Shop,GB,London,2012-04-29 11:56:45+00:00,1
2,65,51.396675,-0.320631,Golf Course,GB,London,2012-05-27 12:52:06+00:00,1
2,66,51.412404,-0.29898,Bus Station,GB,London,2012-05-16 09:03:18+00:00,3
2,67,51.471233,-0.452871,Bus Station,GB,London,2012-05-27 10:46:33+00:00,3
2,68,51.455491,-0.310879,Liquor Store,GB,London,2012-05-27 13:20:05+00:00,1
2,69,51.480817,-0.43278,Bus Line,GB,London,2012-05-31 17:01:13+00:00,16
2,70,51.468706,-0.254547,Pub,GB,London,2012-05-13 16:53:29+00:00,1
2,71,51.509408,-0.4025,Park,GB,London,2012-04-15 11:19:57+00:00,1
2,72,51.516835,-0.404166,Coffee Shop,GB,London,2012-04-15 11:21:57+00:00,1
2,73,51.505042,-0.419318,Indian Restaurant,GB,London,2012-04-25 16:54:58+00:00,2
2,74,51.471079,-0.452585,Coffee Shop,GB,London,2012-05-27 10:43:49+00:00,1
2,75,51.413056,-0.361978,Pub,GB,London,2012-05-27 13:42:21+00:00,1
2,76,51.544603,-0.274011,Office,GB,London,2012-04-14 15:18:37+00:00,1
2,77,51.503173,-0.418783,Neighborhood,GB,London,2012-05-28 12:04:44+00:00,18
2,78,51.506839,-0.419079,Paper / Office Supplies Store,GB,London,2012-05-08 11:48:51+00:00,4
2,79,51.489923,-0.434977,Breakfast Spot,GB,London,2012-05-23 16:47:13+00:00,16
2,80,51.536112,-0.24775,Plaza,GB,London,2012-04-28 07:27:11+00:00,1
2,81,51.413528,-0.362206,Pub,GB,London,2012-05-27 14:52:41+00:00,1
2,82,51.442715,-0.373269,Bus Line,GB,London,2012-05-02 12:08:40+00:00,1
2,83,51.427043,-0.329247,Other Great Outdoors,GB,London,2012-05-12 08:34:20+00:00,1
2,84,51.409775,-0.302866,Mall,GB,London,2012-04-29 11:54:17+00:00,1
2,85,51.505991,-0.417395,Fast Food Restaurant,GB,London,2012-05-05 06:47:53+00:00,2
2,86,51.468935,-0.361124,Electronics Store,GB,London,2012-04-19 12:50:37+00:00,1
2,87,51.405598,-0.341673,Park,GB,London,2012-05-27 13:19:36+00:00,1
2,88,51.481022,-0.434281,Bus Station,GB,London,2012-06-01 17:16:25+00:00,24
2,89,51.412079,-0.300375,General Entertainment,GB,London,2012-05-06 20:28:23+00:00,2
2,90,51.50308,-0.420758,Bus Station,GB,London,2012-06-01 17:06:42+00:00,21
2,91,51.470917,-0.354905,Bus Station,GB,London,2012-05-29 09:12:17+00:00,10
2,92,51.410764,-0.298803,Miscellaneous Shop,GB,London,2012-04-29 12:21:18+00:00,1
2,93,51.537013,-0.246637,Fast Food Restaurant,GB,London,2012-04-28 16:40:59+00:00,1
2,94,51.506138,-0.419036,Grocery Store,GB,London,2012-05-15 16:50:17+00:00,6
2,95,51.506119,-0.418788,Drugstore / Pharmacy,GB,London,2012-05-19 13:51:04+00:00,3
2,96,51.484911,-0.405636,Pub,GB,London,2012-05-31 20:01:38+00:00,6
2,97,51.413033,-0.361227,Church,GB,London,2012-05-27 13:34:26+00:00,1
2,98,51.480284,-0.412156,Grocery Store,GB,London,2012-05-21 12:02:24+00:00,3
2,99,51.469795,-0.361463,City,GB,London,2012-05-19 17:23:05+00:00,3
2,100,51.481944,-0.411869,Doctor's Office,GB,London,2012-05-21 11:32:10+00:00,2
2,101,51.467055,-0.423102,Bus Station,GB,London,2012-05-12 08:05:14+00:00,1
2,102,51.468875,-0.362396,Road,GB,London,2012-05-29 12:23:33+00:00,6
2,103,51.55811,-0.282823,Performing Arts Venue,GB,London,2012-04-14 10:51:01+00:00,1
2,104,51.510359,-0.377228,Neighborhood,GB,London,2012-05-25 14:01:31+00:00,2
2,105,51.469815,-0.358712,Coffee Shop,GB,London,2012-05-28 10:44:19+00:00,3
2,106,51.479869,-0.410282,Fried Chicken Joint,GB,London,2012-05-27 17:21:18+00:00,1
2,107,51.479441,-0.32024,Gastropub,GB,London,2012-04-14 11:33:02+00:00,1
2,108,51.479703,-0.410323,Laundry Service,GB,London,2012-04-12 21:53:55+00:00,1
2,109,51.515666,-0.382253,Bus Station,GB,London,2012-05-03 10:41:15+00:00,1
2,110,51.409234,-0.308307,River,GB,London,2012-05-27 11:53:11+00:00,1
2,111,51.506016,-0.419197,Caf,GB,London,2012-05-25 12:26:59+00:00,12
2,112,51.506396,-0.419162,Drugstore / Pharmacy,GB,London,2012-05-28 12:05:16+00:00,4
2,113,51.413211,-0.36615,Deli / Bodega,GB,London,2012-05-27 16:11:32+00:00,1
2,114,51.481845,-0.407351,Bar,GB,London,2012-04-12 20:18:44+00:00,1
2,115,51.501303,-0.424132,Bus Station,GB,London,2012-05-31 16:48:27+00:00,3
2,116,51.497447,-0.237357,Caf,GB,London,2012-05-13 13:02:45+00:00,1
2,117,51.479058,-0.409412,Bus Line,GB,London,2012-05-24 06:32:39+00:00,14
2,118,51.470555,-0.356165,Caf,GB,London,2012-04-29 09:16:41+00:00,1
2,119,51.481874,-0.407415,Fast Food Restaurant,GB,London,2012-04-12 20:17:31+00:00,1
2,120,51.480064,-0.411972,Bus Line,GB,London,2012-05-08 17:11:45+00:00,9
2,121,51.481927,-0.407543,Bus Line,GB,London,2012-05-29 14:28:28+00:00,7
2,122,51.479395,-0.408491,Bus Line,GB,London,2012-05-28 09:32:01+00:00,17
2,123,51.48327,-0.40889,Bus Line,GB,London,2012-05-29 14:27:36+00:00,14
2,124,51.470408,-0.355551,Bus Line,GB,London,2012-05-29 12:39:57+00:00,7
2,125,51.473646,-0.355821,Bus Line,GB,London,2012-04-29 09:03:22+00:00,1
2,126,51.48043,-0.413108,Deli / Bodega,GB,London,2012-04-21 17:12:30+00:00,3
2,127,51.457475,-0.372643,Bus Line,GB,London,2012-05-16 08:16:10+00:00,1
2,128,51.48,-0.411524,Convenience Store,GB,London,2012-04-20 18:24:04+00:00,2
2,129,51.470576,-0.355851,Bus Line,GB,London,2012-05-28 10:54:41+00:00,1
2,130,51.479725,-0.411038,Convenience Store,GB,London,2012-04-21 17:11:32+00:00,2
2,131,51.479665,-0.408669,Convenience Store,GB,London,2012-04-18 18:39:18+00:00,1
2,132,51.470732,-0.350182,Convenience Store,GB,London,2012-05-19 19:37:56+00:00,2
2,133,51.47017,-0.356777,Jewelry Store,GB,London,2012-05-29 12:19:12+00:00,2
2,134,51.483776,-0.434153,General Travel,GB,London,2012-05-17 06:46:58+00:00,6
2,135,51.489535,-0.434602,Other Great Outdoors,GB,London,2012-05-28 12:21:33+00:00,24
2,136,51.48048,-0.414122,Bus Line,GB,London,2012-05-27 10:24:55+00:00,5
2,137,51.505671,-0.419283,Jewelry Store,GB,London,2012-06-01 16:47:27+00:00,21
2,138,51.489536,-0.435027,Bus Line,GB,London,2012-06-01 17:12:18+00:00,9
2,139,51.504883,-0.419369,Bus Line,GB,London,2012-06-01 17:02:09+00:00,26
2,140,51.470309,-0.356439,Deli / Bodega,GB,London,2012-05-12 17:19:19+00:00,1
2,141,51.509906,-0.376418,Jewelry Store,GB,London,2012-05-03 08:58:49+00:00,1
2,142,51.471019,-0.353376,Bus Station,GB,London,2012-05-13 10:51:37+00:00,1
2,143,51.506045,-0.41894,Bakery,GB,London,2012-05-19 07:18:47+00:00,7
2,144,51.511171,-0.377837,General Entertainment,GB,London,2012-04-28 17:58:08+00:00,1
2,145,51.480602,-0.410587,Bus Line,GB,London,2012-05-21 12:35:13+00:00,2
2,146,51.481804,-0.407287,Bus Line,GB,London,2012-05-27 18:07:08+00:00,1
2,147,51.504535,-0.419905,Bus Line,GB,London,2012-05-24 06:50:40+00:00,15
2,148,51.504957,-0.419328,Bank,GB,London,2012-05-05 16:50:24+00:00,6
2,149,51.505044,-0.419582,Church,GB,London,2012-05-17 13:24:46+00:00,4
2,150,51.459724,-0.322891,Bus Line,GB,London,2012-05-19 19:19:55+00:00,1
2,151,51.480981,-0.439182,Bus Line,GB,London,2012-04-08 20:41:50+00:00,1
2,152,51.481626,-0.421143,Bus Line,GB,London,2012-05-01 18:38:26+00:00,2
2,153,51.504797,-0.419513,Grocery Store,GB,London,2012-05-09 15:37:28+00:00,5
2,154,51.505348,-0.419142,Deli / Bodega,GB,London,2012-05-23 16:41:03+00:00,7
2,155,51.536503,-0.246088,Caf,GB,London,2012-04-28 07:40:08+00:00,1
2,156,51.497128,-0.235563,Church,GB,London,2012-05-13 13:05:02+00:00,1
2,157,51.47937,-0.409752,Drugstore / Pharmacy,GB,London,2012-05-21 12:10:13+00:00,1
2,158,51.51111,-0.376643,Jewelry Store,GB,London,2012-05-25 14:41:21+00:00,1
2,159,51.486695,-0.434502,Bus Line,GB,London,2012-06-01 17:12:53+00:00,1
2,160,51.536501,-0.258024,Train Station,GB,London,2012-04-28 07:20:18+00:00,1
3,161,51.519272,-0.126847,History Museum,GB,London,2012-05-17 14:16:42+00:00,1
3,162,51.522656,-0.156834,Subway,GB,London,2012-05-27 10:53:56+00:00,1
3,163,51.563267,-0.279293,Subway,GB,London,2012-05-27 17:11:54+00:00,2
3,164,51.524342,-0.123779,Mall,GB,London,2012-05-17 16:14:13+00:00,1
3,25,51.530773,-0.123382,Train Station,GB,London,2012-05-27 10:26:21+00:00,8
3,165,51.555822,-0.279508,Stadium,GB,London,2012-05-27 11:13:10+00:00,1
3,166,51.519147,-0.121606,Government Building,GB,London,2012-05-16 11:49:49+00:00,2
3,167,51.523865,-0.123457,Coffee Shop,GB,London,2012-05-17 16:14:46+00:00,1
3,168,51.525575,-0.134967,Office,GB,London,2012-05-03 10:00:02+00:00,1
3,169,51.5322,-0.124116,Pub,GB,London,2012-05-16 20:07:18+00:00,1
4,170,51.491043,-0.127888,Art Museum,GB,London,2012-05-13 12:26:02+00:00,1
4,9,51.507607,-0.099456,Art Gallery,GB,London,2012-05-13 12:33:15+00:00,1
5,171,51.505764,-0.075252,Bridge,GB,London,2012-05-27 00:00:39+00:00,1
5,172,51.547653,-0.111419,Monument / Landmark,GB,London,2012-04-12 13:36:41+00:00,1
5,173,51.516014,-0.218997,Gym / Fitness Center,GB,London,2012-05-13 07:31:19+00:00,4
5,174,51.455959,-0.341585,Stadium,GB,London,2012-04-13 07:29:46+00:00,1
5,175,51.45282,-0.193112,Gym,GB,London,2012-04-19 09:32:33+00:00,1
5,176,51.505404,-0.017381,Office,GB,London,2012-05-03 15:10:12+00:00,1
5,177,51.538541,-0.087633,Park,GB,London,2012-05-02 09:37:13+00:00,2
5,178,51.419516,-0.129111,Grocery Store,GB,London,2012-05-31 18:06:58+00:00,2
5,179,51.399969,-0.244011,Hardware Store,GB,London,2012-05-30 06:45:46+00:00,2
5,180,51.548241,-0.111076,Park,GB,London,2012-04-12 11:26:01+00:00,1
5,181,51.488024,-0.230584,Bridge,GB,London,2012-05-22 06:15:25+00:00,2
5,182,51.466788,-0.213161,Bridge,GB,London,2012-05-14 06:58:16+00:00,4
5,34,51.556849,-0.407267,Military Base,GB,London,2012-05-04 15:11:51+00:00,1
5,183,51.492979,-0.283332,Hardware Store,GB,London,2012-05-15 11:01:33+00:00,1
5,184,51.507022,-0.152922,Road,GB,London,2012-04-28 16:01:44+00:00,1
5,185,51.570401,-0.124927,Park,GB,London,2012-04-11 10:32:00+00:00,1
5,186,51.475721,-0.232301,Racetrack,GB,London,2012-05-15 07:18:51+00:00,15
5,187,51.484745,-0.233619,Grocery Store,GB,London,2012-05-19 06:49:05+00:00,2
5,188,51.557577,-0.074487,Salon / Barbershop,GB,London,2012-05-12 19:57:03+00:00,1
5,189,51.432371,-0.11819,Road,GB,London,2012-05-13 11:54:46+00:00,2
5,190,51.461518,-0.202255,Playground,GB,London,2012-04-24 09:49:48+00:00,1
5,191,51.529732,-0.125656,Hotel,GB,London,2012-05-02 09:17:13+00:00,1
5,192,51.505564,-0.075402,Lighthouse,GB,London,2012-05-03 15:20:49+00:00,1
5,193,51.490587,-0.290196,Garden Center,GB,London,2012-05-27 07:27:32+00:00,4
5,48,51.530175,-0.292563,Road,GB,London,2012-05-17 17:13:54+00:00,1
5,194,51.452024,-0.147714,Gas Station / Garage,GB,London,2012-04-12 06:06:17+00:00,1
5,195,51.475074,-0.238991,Electronics Store,GB,London,2012-04-14 05:48:53+00:00,1
5,196,51.539224,-0.318583,Police Station,GB,London,2012-05-18 20:00:59+00:00,1
5,197,51.469865,-0.11321,Automotive Shop,GB,London,2012-04-28 07:16:24+00:00,2
5,198,51.531991,-0.308137,Building,GB,London,2012-05-04 15:17:47+00:00,1
5,199,51.469833,-0.112164,Automotive Shop,GB,London,2012-05-12 19:01:48+00:00,1
5,200,51.546454,-0.202617,Office,GB,London,2012-05-09 14:59:03+00:00,1
5,201,51.431326,-0.113787,Automotive Shop,GB,London,2012-04-28 09:26:16+00:00,1
5,202,51.469074,-0.119713,Portuguese Restaurant,GB,London,2012-04-28 08:22:40+00:00,1
5,203,51.459593,-0.171316,Automotive Shop,GB,London,2012-04-26 06:44:57+00:00,1
5,204,51.534907,-0.248386,Steakhouse,GB,London,2012-05-09 17:27:14+00:00,1
6,205,51.515286,-0.132209,Park,GB,London,2012-04-12 00:30:49+00:00,1
6,206,51.539449,-0.16089,Park,GB,London,2012-04-12 00:31:06+00:00,1
6,207,51.512615,-0.201831,Road,GB,London,2012-04-12 00:24:03+00:00,1
7,208,51.535645,-0.15574,Zoo,GB,London,2012-05-12 05:09:09+00:00,4
7,209,51.523667,-0.158139,Museum,GB,London,2012-05-11 06:43:43+00:00,1
7,210,51.522367,-0.158978,Chinese Restaurant,GB,London,2012-05-07 20:56:27+00:00,1
7,211,51.527489,-0.153712,Park,GB,London,2012-05-12 05:36:39+00:00,5
7,212,51.538208,-0.140689,Office,GB,London,2012-05-11 11:39:09+00:00,2
7,213,51.469515,-0.46061,Airport Lounge,GB,London,2012-05-12 09:01:37+00:00,1
7,214,51.514088,-0.141827,Office,GB,London,2012-05-11 12:39:21+00:00,1
7,215,51.506539,-0.08856,Event Space,GB,London,2012-05-09 14:09:01+00:00,1
7,216,51.532913,-0.169826,Deli / Bodega,GB,London,2012-05-07 11:14:54+00:00,1
7,217,51.469488,-0.459602,Airport Lounge,GB,London,2012-05-12 09:01:56+00:00,1
7,218,51.528611,-0.160997,Lake,GB,London,2012-05-09 06:53:11+00:00,2
7,219,51.473124,-0.462284,Airport Gate,GB,London,2012-05-12 09:29:05+00:00,1
7,220,51.470664,-0.457907,Airport Terminal,GB,London,2012-05-12 09:00:40+00:00,1
7,221,51.527276,-0.158787,Lake,GB,London,2012-05-11 06:44:18+00:00,1
7,222,51.516995,-0.177841,Train,GB,London,2012-05-12 07:56:29+00:00,1
7,223,51.514248,-0.141144,Spanish Restaurant,GB,London,2012-05-08 18:57:51+00:00,1
7,224,51.470362,-0.460907,Airport Lounge,GB,London,2012-05-12 09:07:45+00:00,2
7,225,51.472902,-0.462836,Plane,GB,London,2012-05-12 09:28:40+00:00,1
7,226,51.52128,-0.16276,Hotel Bar,GB,London,2012-05-11 16:36:49+00:00,1
7,227,51.53411,-0.162756,Park,GB,London,2012-05-12 05:06:51+00:00,2
7,228,51.522885,-0.158102,Sandwich Place,GB,London,2012-05-12 06:01:22+00:00,1
7,229,51.546674,-0.208698,Bar,GB,London,2012-05-09 22:12:53+00:00,1
8,230,51.517836,-0.081861,Train Station,GB,London,2012-05-02 10:27:52+00:00,1
9,231,51.506891,-0.090393,Harbor / Marina,GB,London,2012-05-02 11:20:25+00:00,2
9,7,51.508182,-0.087547,Bridge,GB,London,2012-05-03 12:51:04+00:00,6
9,8,51.481673,-0.009324,Neighborhood,GB,London,2012-05-05 14:21:09+00:00,11
9,232,51.51144,-0.090466,Train Station,GB,London,2012-05-09 04:57:44+00:00,5
9,233,51.465451,-0.013819,Train Station,GB,London,2012-05-29 19:08:30+00:00,5
9,234,51.437638,0.070295,Train Station,GB,London,2012-04-28 16:49:53+00:00,1
9,235,51.468953,-0.023217,Train Station,GB,London,2012-05-21 12:05:33+00:00,5
9,236,51.474275,-0.022506,Light Rail,GB,London,2012-05-21 12:07:12+00:00,3
9,237,51.476542,-0.032691,Train Station,GB,London,2012-04-26 04:41:06+00:00,1
9,238,51.430682,0.02193,Train Station,GB,London,2012-05-24 04:27:38+00:00,2
9,239,51.486113,-0.051069,Soccer Stadium,GB,London,2012-04-24 12:01:25+00:00,1
9,240,51.437752,0.072597,Post Office,GB,London,2012-04-28 16:50:16+00:00,2
9,241,51.455692,0.052443,Train Station,GB,London,2012-04-19 09:34:52+00:00,1
9,242,51.46877,-0.016485,Light Rail,GB,London,2012-05-21 12:08:37+00:00,1
9,243,51.465182,-0.01373,Light Rail,GB,London,2012-05-25 12:08:07+00:00,3
9,244,51.417114,0.044267,Train Station,GB,London,2012-04-26 04:19:22+00:00,1
9,245,51.4179,0.067435,Coffee Shop,GB,London,2012-05-12 07:14:19+00:00,1
9,246,51.459019,0.079562,Train Station,GB,London,2012-05-04 10:45:41+00:00,1
9,247,51.413742,0.021458,Train Station,GB,London,2012-04-26 04:18:57+00:00,1
9,248,51.461828,0.02753,Train Station,GB,London,2012-05-04 10:50:42+00:00,1
9,249,51.462029,-0.007768,Portuguese Restaurant,GB,London,2012-05-29 19:09:37+00:00,1
9,250,51.41876,0.066808,Grocery Store,GB,London,2012-05-12 07:13:05+00:00,1
9,251,51.46481,0.101838,Train Station,GB,London,2012-05-04 10:42:36+00:00,1
9,252,51.501699,-0.193966,Hotel,GB,London,2012-05-09 04:43:13+00:00,1
9,253,51.417009,0.044599,Train Station,GB,London,2012-04-26 04:19:11+00:00,1
9,254,51.495769,-0.068689,Brewery,GB,London,2012-05-09 04:43:44+00:00,1
9,255,51.434692,0.063576,Automotive Shop,GB,London,2012-04-16 21:19:18+00:00,1
9,256,51.407068,0.015832,Bar,GB,London,2012-04-29 15:34:48+00:00,1
9,257,51.463823,0.028568,Hardware Store,GB,London,2012-05-04 10:52:13+00:00,1
9,258,51.425865,0.056412,Doctor's Office,GB,London,2012-04-28 18:14:00+00:00,3
9,259,51.450714,0.064183,Indian Restaurant,GB,London,2012-05-08 13:45:21+00:00,1
9,260,51.431627,0.056786,Chinese Restaurant,GB,London,2012-05-18 12:24:22+00:00,12
9,261,51.511435,-0.089809,Bank,GB,London,2012-04-18 18:47:32+00:00,2
9,262,51.501879,-0.079168,Salon / Barbershop,GB,London,2012-05-29 11:10:10+00:00,1
9,263,51.504771,-0.082945,Bar,GB,London,2012-05-09 04:44:33+00:00,1
9,264,51.418541,0.068132,Caf,GB,London,2012-05-12 07:12:49+00:00,1
9,265,51.492617,-0.060418,Train,GB,London,2012-05-11 04:45:04+00:00,1
9,266,51.510771,-0.091324,Courthouse,GB,London,2012-04-20 12:51:10+00:00,3
9,267,51.473719,-0.021334,Arcade,GB,London,2012-05-01 19:06:57+00:00,1
9,268,51.477015,-0.032977,Train Station,GB,London,2012-05-22 04:41:03+00:00,3
9,269,51.4568,0.055201,Grocery Store,GB,London,2012-05-29 19:24:16+00:00,3
9,270,51.435133,0.064297,Fast Food Restaurant,GB,London,2012-05-22 12:47:26+00:00,1
9,271,51.431731,0.056656,Dentist's Office,GB,London,2012-05-27 19:32:15+00:00,8
9,272,51.418502,0.067699,Thrift / Vintage Store,GB,London,2012-05-12 07:13:53+00:00,1
9,273,51.463687,0.100163,Event Space,GB,London,2012-05-04 10:42:22+00:00,1
9,274,51.429833,0.023126,Train Station,GB,London,2012-05-28 09:22:05+00:00,2
9,275,51.477374,-0.035663,Park,GB,London,2012-05-11 04:42:57+00:00,2
9,276,51.418506,0.06698,Thai Restaurant,GB,London,2012-05-12 07:13:31+00:00,1
9,277,51.431778,0.056633,Bus Line,GB,London,2012-05-27 19:33:35+00:00,11
9,278,51.421637,0.0421,Other Great Outdoors,GB,London,2012-04-26 04:19:51+00:00,1
9,279,51.475738,-0.03115,Bus Line,GB,London,2012-05-21 12:04:59+00:00,3
9,280,51.464605,-0.012434,Bus Line,GB,London,2012-04-16 19:09:08+00:00,1
9,281,51.458768,0.053021,Bus Line,GB,London,2012-05-29 09:21:27+00:00,20
9,282,51.51136,-0.090466,Train Station,GB,London,2012-06-01 14:03:52+00:00,8
9,283,51.51144,-0.09038,Train Station,GB,London,2012-05-09 04:58:44+00:00,1
9,284,51.430227,0.023197,Train Station,GB,London,2012-05-28 09:24:01+00:00,3
9,285,51.439073,0.056402,Park,GB,London,2012-04-28 18:14:16+00:00,1
9,286,51.511413,-0.090423,Train Station,GB,London,2012-06-01 14:03:39+00:00,12
9,287,51.511413,-0.09038,Train Station,GB,London,2012-06-01 14:04:02+00:00,6
9,288,51.445449,0.061905,Hardware Store,GB,London,2012-05-08 13:44:49+00:00,1
9,289,51.509236,-0.091024,Train Station,GB,London,2012-05-31 15:50:14+00:00,9
9,290,51.430574,0.022421,Train Station,GB,London,2012-05-28 09:24:21+00:00,2
9,291,51.455054,0.052172,Casino,GB,London,2012-05-29 09:48:32+00:00,2
9,292,51.436641,0.005485,Gas Station / Garage,GB,London,2012-05-24 04:28:49+00:00,1
9,293,51.429424,0.050726,School,GB,London,2012-04-19 20:58:16+00:00,3
9,294,51.465424,-0.013175,Train Station,GB,London,2012-05-25 12:07:23+00:00,2
9,295,51.47719,-0.032909,Train Station,GB,London,2012-04-26 04:41:36+00:00,1
9,296,51.4493,0.047035,Bus Line,GB,London,2012-05-29 19:23:56+00:00,1
9,297,51.433404,0.072227,Convenience Store,GB,London,2012-04-07 22:05:35+00:00,1
9,298,51.428758,0.05704,Bus Station,GB,London,2012-05-17 11:02:22+00:00,5
9,299,51.428093,0.055704,Bus Station,GB,London,2012-04-16 09:12:07+00:00,1
9,300,51.464953,-0.015042,Department Store,GB,London,2012-05-21 12:09:14+00:00,2
9,301,51.425785,0.065424,Bus Station,GB,London,2012-04-07 14:33:12+00:00,2
9,302,51.509189,-0.091257,Road,GB,London,2012-05-31 15:49:48+00:00,9
9,303,51.417312,0.044148,Train Station,GB,London,2012-04-26 04:19:38+00:00,1
